   5.0000002374872565E-004   455.99418333962751     
   1.5000000712461770E-003   226.00505989192024     
   2.5000001187436283E-003   81.130021499663670     
   3.5000001662410796E-003   45.997824689541460     
   4.5000002137385309E-003   30.423758062373881     
   5.5000002612359822E-003   22.455630950799769     
   6.5000003087334335E-003   17.022817011090144     
   7.5000003562308848E-003   13.763128647264374     
   8.5000004037283361E-003   11.227815475399884     
   9.5000004512257874E-003   9.7790650914773174     
   1.0500000498723239E-002   7.9681271115741108     
   1.1500000546220690E-002   7.2437519196128282     
   1.2500000593718141E-002   6.1571891316709042     
   1.3500000641215593E-002   5.7950015356902629     
   1.4500000688713044E-002   5.0706263437289794     
   1.5500000736210495E-002   4.3462511517676967     
   1.6500000783707947E-002   3.9840635557870554     
   1.7500000831205398E-002   3.9840635557870554     
   1.8500000878702849E-002   3.2596883638257728     
   1.9500000926200300E-002   3.2596883638257728     
   2.0500000973697752E-002   2.8975007678451314     
   2.1500001021195203E-002   2.8975007678451314     
   2.2500001068692654E-002   2.5353131718644897     
   2.3500001116190106E-002   2.5353131718644897     
   2.4500001163687557E-002   2.1731255758838484     
   2.5500001211185008E-002   2.1731255758838484     
   2.6500001258682460E-002   1.8109379799032070     
   2.7500001306179911E-002   2.1731255758838484     
   2.8500001353677362E-002   1.8109379799032070     
   2.9500001401174814E-002   1.4487503839225657     
   3.0500001448672265E-002   1.8109379799032070     
   3.1500001496169716E-002   1.4487503839225657     
   3.2500001543667167E-002   1.4487503839225657     
   3.3500001591164619E-002   1.4487503839225657     
   3.4500001638662070E-002   1.4487503839225657     
   3.5500001686159521E-002   1.0865627879419242     
   3.6500001733656973E-002   1.4487503839225657     
   3.7500001781154424E-002   1.0865627879419242     
   3.8500001828651875E-002   1.0865627879419242     
   3.9500001876149327E-002  0.36218759598064143     
